epoch,loss,accuracy,val_loss,val_accuracy,val_auc
0,0.6936,50.0000,0.6999,31.1690,0.5460
2,0.6931,50.0000,0.6963,31.1690,0.4220
4,0.6925,50.0000,0.6941,37.6620,0.5020
6,0.6934,47.8570,0.6934,50.6490,0.5720
8,0.6923,51.6670,0.6929,54.5450,0.6410
10,0.6924,53.0950,0.6914,62.3380,0.6520
12,0.6915,53.0950,0.6947,38.9610,0.6750
14,0.6903,56.6670,0.6950,38.9610,0.6920
16,0.6885,55.9520,0.6936,46.7530,0.6610
18,0.6866,56.9050,0.7058,32.4680,0.7220
20,0.6818,63.0950,0.7003,36.3640,0.7020
22,0.6776,62.8570,0.6955,44.1560,0.7200
24,0.6725,62.3810,0.6833,58.4420,0.7240
26,0.6572,69.7620,0.6842,53.2470,0.7520
28,0.6429,67.1430,0.7098,40.2600,0.7460
30,0.6250,69.2860,0.6331,71.4290,0.7530
32,0.6048,72.1430,0.5935,72.7270,0.7510
34,0.5755,75.7140,0.7440,41.5580,0.7610
36,0.5658,74.7620,0.6438,61.0390,0.7630
38,0.5416,75.4760,0.5528,71.4290,0.7740
40,0.5126,75.9520,0.6108,67.5320,0.7880
42,0.4898,80.0000,0.5820,75.3250,0.7940
44,0.4737,79.5240,0.5510,72.7270,0.7910
46,0.4692,78.3330,0.6739,62.3380,0.8000
48,0.4346,79.5240,0.5478,74.0260,0.7950
50,0.4096,81.9050,0.5269,71.4290,0.8060
52,0.4039,82.8570,0.6662,63.6360,0.8090
54,0.3755,84.7620,0.4947,74.0260,0.8110
56,0.4015,80.7140,0.6092,66.2340,0.7930
58,0.3726,84.2860,0.4862,75.3250,0.8010
60,0.3373,86.4290,0.5518,72.7270,0.8000
62,0.3320,86.9050,0.5500,71.4290,0.8020
64,0.3277,87.1430,0.4987,76.6230,0.8020
66,0.3131,86.6670,0.5550,74.0260,0.7990
68,0.3000,88.8100,0.7155,61.0390,0.7940
70,0.2808,88.5710,0.7625,61.0390,0.8110
72,0.2672,91.1900,0.5599,74.0260,0.8070
74,0.2668,88.3330,0.6567,70.1300,0.8140
76,0.2535,90.2380,0.5794,74.0260,0.8140
78,0.2343,91.1900,0.5557,75.3250,0.8140
80,0.2417,90.7140,0.5605,75.3250,0.8180
82,0.2403,91.9050,0.6043,76.6230,0.8230
84,0.2334,90.9520,0.6246,75.3250,0.8170
86,0.2284,90.4760,0.7183,70.1300,0.8180
88,0.2036,91.6670,0.5677,80.5190,0.8170
90,0.2008,92.1430,0.8029,62.3380,0.8130
92,0.2246,91.4290,0.7494,70.1300,0.8160
94,0.1818,94.2860,0.6313,74.0260,0.8250
96,0.1922,92.1430,0.6730,74.0260,0.8180
98,0.1940,93.0950,0.6456,72.7270,0.8190
100,0.1710,93.0950,0.7197,68.8310,0.8180
102,0.1908,93.8100,0.5995,75.3250,0.8090
104,0.1374,95.2380,0.6338,75.3250,0.8130
106,0.1576,94.5240,0.6441,76.6230,0.8180
108,0.1468,95.4760,0.7291,74.0260,0.8160
110,0.1483,95.7140,0.7278,72.7270,0.8230
112,0.1649,92.6190,0.6344,80.5190,0.8200
114,0.1591,93.3330,0.6512,76.6230,0.8270
116,0.1367,95.0000,0.7237,72.7270,0.8350
118,0.1236,96.1900,0.6939,77.9220,0.8290
120,0.1296,95.7140,0.7793,71.4290,0.8330
122,0.1119,95.9520,0.6356,80.5190,0.8220
124,0.1115,95.4760,0.7619,74.0260,0.8220
126,0.1232,96.1900,0.7293,76.6230,0.8320
128,0.0950,96.4290,0.6622,83.1170,0.8390
130,0.1094,96.9050,0.7305,77.9220,0.8330
132,0.1138,96.6670,0.6860,79.2210,0.8400
134,0.1013,97.6190,0.7153,76.6230,0.8290
136,0.1018,96.6670,0.6952,76.6230,0.8290
138,0.0935,97.6190,0.7299,77.9220,0.8260
140,0.0827,97.1430,0.7867,74.0260,0.8250
142,0.0895,96.9050,0.7128,79.2210,0.8290
144,0.0825,96.6670,0.6933,77.9220,0.8330
146,0.0825,97.3810,0.9717,68.8310,0.8330
148,0.0664,98.3330,0.8661,75.3250,0.8350
150,0.0774,97.6190,0.7852,75.3250,0.8330
152,0.0683,97.8570,0.7575,76.6230,0.8390
154,0.0666,98.0950,0.6969,79.2210,0.8470
156,0.0796,96.6670,0.8725,75.3250,0.8390
158,0.0779,96.9050,0.7506,84.4160,0.8510
160,0.0796,97.3810,0.8030,76.6230,0.8430
162,0.0490,99.0480,0.7134,83.1170,0.8400
164,0.0732,98.0950,0.7630,80.5190,0.8340
166,0.0909,96.4290,0.8017,77.9220,0.8350
168,0.0467,98.5710,0.8980,72.7270,0.8360
170,0.0477,98.5710,0.8096,76.6230,0.8320
172,0.0425,99.5240,0.7988,77.9220,0.8310
174,0.0674,97.8570,0.7718,81.8180,0.8360
176,0.0443,98.5710,1.0649,68.8310,0.8380
178,0.0581,97.6190,0.8893,76.6230,0.8290
180,0.0534,98.0950,0.8263,80.5190,0.8180
182,0.0401,98.3330,0.8080,79.2210,0.8410
184,0.0568,98.0950,0.8790,74.0260,0.8390
186,0.0481,98.3330,0.8351,75.3250,0.8460
188,0.0537,97.8570,0.7862,80.5190,0.8500
190,0.0475,98.0950,1.0705,74.0260,0.8440
192,0.0522,98.3330,0.8219,81.8180,0.8400
194,0.0378,99.0480,1.0291,75.3250,0.8430
196,0.0308,99.2860,0.8144,80.5190,0.8470
198,0.0412,98.0950,1.0638,79.2210,0.8500
200,0.0397,99.0480,0.8542,83.1170,0.8480
202,0.0256,99.2860,0.9377,77.9220,0.8490
204,0.0173,99.7620,0.8633,80.5190,0.8470
206,0.0221,99.7620,1.0851,76.6230,0.8540
208,0.0193,99.7620,0.9296,80.5190,0.8520
210,0.0601,98.3330,0.8601,80.5190,0.8550
212,0.0113,100.0000,1.0138,74.0260,0.8530
214,0.0118,100.0000,0.9141,79.2210,0.8470
216,0.0114,100.0000,1.0663,76.6230,0.8520
218,0.0078,100.0000,1.0816,76.6230,0.8480
220,0.0091,100.0000,1.1276,76.6230,0.8410
222,0.0057,100.0000,1.1360,76.6230,0.8490
224,0.0409,98.5710,1.1037,84.4160,0.8410
226,0.0395,98.5710,1.0402,81.8180,0.8510
228,0.0650,98.3330,1.0435,80.5190,0.8440
230,0.0169,99.5240,1.0387,80.5190,0.8450
232,0.0415,98.5710,1.0144,79.2210,0.8410
234,0.0405,98.5710,0.9465,80.5190,0.8480
236,0.0285,99.0480,1.3468,71.4290,0.8400
238,0.0342,98.8100,1.0576,77.9220,0.8310
240,0.0293,98.5710,1.0182,81.8180,0.8450
242,0.0335,98.8100,1.0310,79.2210,0.8400
244,0.0184,99.2860,1.1159,74.0260,0.8440
246,0.0383,98.3330,1.1084,80.5190,0.8360
248,0.0196,99.5240,1.0662,76.6230,0.8350
250,0.0311,99.0480,1.0510,80.5190,0.8260
252,0.0155,99.2860,1.0817,77.9220,0.8370
254,0.0115,99.7620,1.1134,77.9220,0.8390
256,0.0141,99.7620,1.0941,84.4160,0.8400
258,0.0485,98.0950,1.0728,80.5190,0.8470
260,0.0170,99.2860,1.0951,81.8180,0.8360
262,0.0129,99.7620,1.1120,85.7140,0.8400
264,0.0174,99.5240,1.1117,84.4160,0.8340
266,0.0412,98.3330,1.0546,80.5190,0.8430
268,0.0107,99.5240,1.0355,80.5190,0.8450
270,0.0036,100.0000,1.2113,76.6230,0.8490
272,0.0019,100.0000,1.0652,83.1170,0.8580
274,0.0019,100.0000,1.1793,76.6230,0.8560
276,0.0030,100.0000,1.1203,85.7140,0.8600
278,0.0171,99.2860,1.1264,80.5190,0.8580
280,0.0331,98.8100,1.1743,76.6230,0.8500
282,0.0057,100.0000,1.1030,79.2210,0.8460
284,0.0113,99.5240,1.1188,79.2210,0.8510
286,0.0385,99.0480,1.1396,76.6230,0.8460
288,0.0137,99.5240,1.1803,77.9220,0.8470
290,0.0122,99.5240,1.1724,84.4160,0.8410
292,0.0090,99.7620,1.1743,81.8180,0.8470
294,0.0228,99.0480,1.1150,80.5190,0.8470
296,0.0047,100.0000,1.2043,79.2210,0.8430
298,0.0071,99.7620,1.2359,87.0130,0.8360
299,0.0221,98.5710,1.1465,84.4160,0.8470
