id,label
/home/guilherme/Documents/noa/cidia19/data/3d-input/axis_images_tf19_black/exame1/axis3/3D_View3.png,healthy
/home/guilherme/Documents/noa/cidia19/data/3d-input/axis_images_tf19_black/exame1/axis3/3D_View3_1.png,healthy
/home/guilherme/Documents/noa/cidia19/data/3d-input/axis_images_tf19_black/exame1/axis3/3D_View3_10.png,healthy
/home/guilherme/Documents/noa/cidia19/data/3d-input/axis_images_tf19_black/exame1/axis3/3D_View3_100.png,healthy
/home/guilherme/Documents/noa/cidia19/data/3d-input/axis_images_tf19_black/exame1/axis3/3D_View3_101.png,healthy
/home/guilherme/Documents/noa/cidia19/data/3d-input/axis_images_tf19_black/exame1/axis3/3D_View3_102.png,healthy
/home/guilherme/Documents/noa/cidia19/data/3d-input/axis_images_tf19_black/exame1/axis3/3D_View3_103.png,healthy
/home/guilherme/Documents/noa/cidia19/data/3d-input/axis_images_tf19_black/exame1/axis3/3D_View3_104.png,healthy
/home/guilherme/Documents/noa/cidia19/data/3d-input/axis_images_tf19_black/exame1/axis3/3D_View3_105.png,healthy
/home/guilherme/Documents/noa/cidia19/data/3d-input/axis_images_tf19_black/exame1/axis3/3D_View3_106.png,healthy
/home/guilherme/Documents/noa/cidia19/data/3d-input/axis_images_tf19_black/exame1/axis3/3D_View3_107.png,healthy
/home/guilherme/Documents/noa/cidia19/data/3d-input/axis_images_tf19_black/exame1/axis3/3D_View3_108.png,healthy
/home/guilherme/Documents/noa/cidia19/data/3d-input/axis_images_tf19_black/exame1/axis3/3D_View3_109.png,healthy
/home/guilherme/Documents/noa/cidia19/data/3d-input/axis_images_tf19_black/exame1/axis3/3D_View3_11.png,healthy
/home/guilherme/Documents/noa/cidia19/data/3d-input/axis_images_tf19_black/exame1/axis3/3D_View3_12.png,healthy
/home/guilherme/Documents/noa/cidia19/data/3d-input/axis_images_tf19_black/exame1/axis3/3D_View3_13.png,healthy
/home/guilherme/Documents/noa/cidia19/data/3d-input/axis_images_tf19_black/exame1/axis3/3D_View3_14.png,healthy
/home/guilherme/Documents/noa/cidia19/data/3d-input/axis_images_tf19_black/exame1/axis3/3D_View3_15.png,healthy
/home/guilherme/Documents/noa/cidia19/data/3d-input/axis_images_tf19_black/exame1/axis3/3D_View3_16.png,healthy
/home/guilherme/Documents/noa/cidia19/data/3d-input/axis_images_tf19_black/exame1/axis3/3D_View3_17.png,healthy
/home/guilherme/Documents/noa/cidia19/data/3d-input/axis_images_tf19_black/exame1/axis3/3D_View3_18.png,healthy
/home/guilherme/Documents/noa/cidia19/data/3d-input/axis_images_tf19_black/exame1/axis3/3D_View3_19.png,healthy
/home/guilherme/Documents/noa/cidia19/data/3d-input/axis_images_tf19_black/exame1/axis3/3D_View3_2.png,healthy
/home/guilherme/Documents/noa/cidia19/data/3d-input/axis_images_tf19_black/exame1/axis3/3D_View3_20.png,healthy
/home/guilherme/Documents/noa/cidia19/data/3d-input/axis_images_tf19_black/exame1/axis3/3D_View3_21.png,healthy
/home/guilherme/Documents/noa/cidia19/data/3d-input/axis_images_tf19_black/exame1/axis3/3D_View3_22.png,healthy
/home/guilherme/Documents/noa/cidia19/data/3d-input/axis_images_tf19_black/exame1/axis3/3D_View3_23.png,healthy
/home/guilherme/Documents/noa/cidia19/data/3d-input/axis_images_tf19_black/exame1/axis3/3D_View3_24.png,healthy
/home/guilherme/Documents/noa/cidia19/data/3d-input/axis_images_tf19_black/exame1/axis3/3D_View3_25.png,healthy
/home/guilherme/Documents/noa/cidia19/data/3d-input/axis_images_tf19_black/exame1/axis3/3D_View3_26.png,healthy
/home/guilherme/Documents/noa/cidia19/data/3d-input/axis_images_tf19_black/exame1/axis3/3D_View3_27.png,healthy
/home/guilherme/Documents/noa/cidia19/data/3d-input/axis_images_tf19_black/exame1/axis3/3D_View3_28.png,healthy
/home/guilherme/Documents/noa/cidia19/data/3d-input/axis_images_tf19_black/exame1/axis3/3D_View3_29.png,healthy
/home/guilherme/Documents/noa/cidia19/data/3d-input/axis_images_tf19_black/exame1/axis3/3D_View3_3.png,healthy
/home/guilherme/Documents/noa/cidia19/data/3d-input/axis_images_tf19_black/exame1/axis3/3D_View3_30.png,healthy
/home/guilherme/Documents/noa/cidia19/data/3d-input/axis_images_tf19_black/exame1/axis3/3D_View3_31.png,healthy
/home/guilherme/Documents/noa/cidia19/data/3d-input/axis_images_tf19_black/exame1/axis3/3D_View3_32.png,healthy
/home/guilherme/Documents/noa/cidia19/data/3d-input/axis_images_tf19_black/exame1/axis3/3D_View3_33.png,healthy
/home/guilherme/Documents/noa/cidia19/data/3d-input/axis_images_tf19_black/exame1/axis3/3D_View3_34.png,healthy
/home/guilherme/Documents/noa/cidia19/data/3d-input/axis_images_tf19_black/exame1/axis3/3D_View3_35.png,healthy
